date,USD,EUR,France,Germany,Italy,Spain,GBP,AUD,JPY,JPY1,CAD,NOK,SEK,CZK,PLN,HUF,BRL,MXN,TRY,ZAR,ILS,RUB,INR,IDR,KRW,SGD,MYR,PHP,THB,TWD,CNY
1990-01-31,47.2,,,,,,,,,101.4,,,,,,,,,,,,,,,,,,,,,
1990-02-28,49.1,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,
1990-03-31,49.9,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,
1990-04-30,50.0,,,,,,,,,101.7,,,,,,,,,,,,,,,,,,,,,
1990-05-31,49.5,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,
1990-06-30,49.2,,,,,,,,,102.5,,,,,,,,,,,,,,,,,,,,,
1990-07-31,46.6,,,,,,,,,101.5,,,,,,,,,,,,,,,,,,,,,
1990-08-31,46.1,,,,,,,,,100.4,,,,,,,,,,,,,,,,,,,,,
1990-09-30,44.5,,,,,,,,,98.8,,,,,,,,,,,,,,,,,,,,,
1990-10-31,43.2,,,,,,,,,99.3,,,,,,,,,,,,,,,,,,,,,
1990-11-30,41.3,,,,,,,,,98.5,,,,,,,,,,,,,,,,,,,,,
1990-12-31,40.8,,,,,,,,,98.6,,,,,,,,,,,,,,,,,,,,,
1991-01-31,39.2,,,,,,,,,97.6,,,,,,,,,,,,,,,,,,,,,
1991-02-28,39.4,,,,,,,,,96.5,,,,,,,,,,,,,,,,,,,,,
1991-03-31,40.7,,,,,,,,,95.5,,,,,,,,,,,,,,,,,,,,,
1991-04-30,42.8,,,,,,,,,94.6,,,,,,,,,,,,,,,,,,,,,
1991-05-31,44.5,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,
1991-06-30,50.3,,,,,,,,,92.4,,,,,,,,,,,,,,,,,,,,,
1991-07-31,50.6,,,,,,,,,92.1,,,,,,,,,,,,,,,,,,,,,
1991-08-31,52.9,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,
1991-09-30,54.9,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,
1991-10-31,53.1,,,,,,,,,89.9,,,,,,,,,,,,,,,,,,,,,
1991-11-30,49.5,,,,,,,,,88.8,,,,,,,,,,,,,,,,,,,,,
1991-12-31,46.8,,,,,,,,,87.4,,,,,,,,,,,,,,,,,,,,,
1992-01-31,47.3,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,
1992-02-29,52.7,,,,,,,,,86.5,,,,,,,,,,,,,,,,,,,,,
1992-03-31,54.6,,,,,,,,,85.9,,,,,,,,,,,,,,,,,,,,,
1992-04-30,52.6,,,,,,,,,84.2,,,,,,,,,,,,,,,,,,,,,
1992-05-31,55.7,,,,,,,,,83.7,,,,,,,,,,,,,,,,,,,,,
1992-06-30,53.6,,,,,,,,,83.3,,,,,,,,,,,,,,,,,,,,,
1992-07-31,53.9,,,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,,
1992-08-31,53.4,,,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,
1992-09-30,49.7,,,,,,,,,82.6,,,,,,,,,,,,,,,,,,,,,
1992-10-31,50.3,,,,,,,,,80.9,,,,,,,,,,,,,,,,,,,,,
1992-11-30,53.6,,,,,,,,,80.5,,,,,,,,,,,,,,,,,,,,,
1992-12-31,54.2,,,,,,,,,81.2,,,,,,,,,,,,,,,,,,,,,
1993-01-31,55.8,,,,,,,,,81.1,,,,,,,,,,,,,,,,,,,,,
1993-02-28,55.2,,,,,,,,,82.2,,,,,,,,,,,,,,,,,,,,,
1993-03-31,53.5,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,
1993-04-30,50.2,,,,,,,,,82.8,,,,,,,,,,,,,,,,,,,,,
1993-05-31,51.2,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,
1993-06-30,49.6,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,
1993-07-31,50.2,,,,,,,,,84.3,,,,,,,,,,,,,,,,,,,,,
1993-08-31,50.7,,,,,,,,,83.8,,,,,,,,,,,,,,,,,,,,,
1993-09-30,50.8,,,,,,,,,83.9,,,,,,,,,,,,,,,,,,,,,
1993-10-31,53.4,,,,,,,,,82.9,,,,,,,,,,,,,,,,,,,,,
1993-11-30,53.8,,,,,,,,,82.4,,,,,,,,,,,,,,,,,,,,,
1993-12-31,55.6,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,
1994-01-31,56.0,,,,,,,,,83.4,,,,,,,,,,,,,,,,,,,,,
1994-02-28,56.5,,,,,,,,,84.2,,,,,,,,,,,,,,,,,,,,,
1994-03-31,56.9,,,,,,,,,86.7,,,,,,,,,,,,,,,,,,,,,
1994-04-30,57.4,,,,,,,,,87.5,,,,,,,,,,,,,,,,,,,,,
1994-05-31,58.2,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,
1994-06-30,58.8,,,,,,,,,89.3,,,,,,,,,,,,,,,,,,,,,
1994-07-31,58.5,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,
1994-08-31,58.0,,,,,,,,,90.7,,,,,,,,,,,,,,,,,,,,,
1994-09-30,59.0,,,,,,,,,91.2,,,,,,,,,,,,,,,,,,,,,
1994-10-31,59.4,,,,,,,,,91.3,,,,,,,,,,,,,,,,,,,,,
1994-11-30,59.2,,,,,,,,,92.6,,,71.4,,,,,,,,,,,,,,,,,,
1994-12-31,56.1,,,,,,,,,93.4,,,67.2,,,,,,,,,,,,,,,,,,
1995-01-31,57.4,,,,,,,,,92.1,,,62.5,,,,,,,,,,,,,,,,,,
1995-02-28,55.1,,,,,,,,,93.7,,,64.3,,,,,,,,,,,,,,,,,,
1995-03-31,52.1,,,,,,,,,92.2,,,60.9,,,,,,,,,,,,,,,,,,
1995-04-30,51.5,,,,,,,,,91.3,,,59.8,,,,,,,,,,,,,,,,,,
1995-05-31,46.7,,,,,,,,,90.7,,,55.4,,,,,,,,,,,,,,,,,,
1995-06-30,45.9,,,,,,,,,89.9,,,54.8,,,,,,,,,,,,,,,,,,
1995-07-31,50.7,,,,,,,,,89.0,,,56.9,,,,,,,,,,,,,,,,,,
1995-08-31,47.1,,,,,,,,,90.2,,,53.5,,,,,,,,,,,,,,,,,,
1995-09-30,48.1,,,,,,,,,90.9,,,55.3,,,,,,,,,,,,,,,,,,
1995-10-31,46.7,,,,,,,,,91.5,,,53.5,,,,,,,,,,,,,,,,,,
1995-11-30,45.9,,,,,,,,,93.9,,,50.1,,,,,,,,,,,,,,,,,,
1995-12-31,46.2,,,,,,,,,94.8,,,48.8,,,,,,,,,,,,,,,,,,
1996-01-31,45.5,,,,,,,,,94.7,,,43.9,,,,,,,,54.6,,,,,,,,,,
1996-02-29,45.9,,,,,,,,,95.5,,,46.5,,,,,,,,51.9,,,,,,,,,,
1996-03-31,46.9,,,,,,,,,95.8,,,44.6,,,,,,,,49.4,,,,,,,,,,
1996-04-30,49.3,,,,,,,,,96.9,,,45.7,,,,,,,,47.5,,,,,,,,,,
1996-05-31,49.1,,,,,,,,,97.7,,,46.6,,,,,,,,46.4,,,,,,,,,,
1996-06-30,53.6,,,,,,,,,97.1,,,48.0,,,,,,,,49.6,,,,,,,,,,
1996-07-31,49.7,,,,,,,,,98.3,,,52.3,,,,,,,,43.7,,,,,,,,,,
1996-08-31,51.6,,,,,,,,,98.5,,,52.1,,,,,,,,46.9,,,,,,,,,,
1996-09-30,51.1,,,,,,,,,98.8,,,54.0,,,,,,,,44.8,,,,,,,,,,
1996-10-31,50.5,,,,,,,,,100.8,,,53.5,,,,,,,,51.2,,,,,,,,,,
1996-11-30,53.0,,,,,,,,,100.4,,,55.7,,,,,,,,51.2,,,,,,,,,,
1996-12-31,55.2,,,,,,,,,99.4,,,54.6,,,,,,,,45.3,,,,,,,,,,
1997-01-31,53.8,,,,,,,,,99.8,,,54.8,,,,,,,,50.0,,,,,,,,,,
1997-02-28,53.1,,,,,,,,,99.5,,,54.6,,,,,,,,51.4,,,,,,,,,,
1997-03-31,53.8,,,,,,,,,98.2,,,53.7,,,,,,,,51.8,,,,,,,,,,
1997-04-30,53.7,,,,,,,,,97.3,,,55.0,,,,,,,,52.8,,,,,,,,,,
1997-05-31,56.1,,,,,,,,,98.9,,,59.3,,,,,,,,52.0,,,,,,,,,,
1997-06-30,54.9,,,,,,,,,97.5,,,59.3,,,,,,,,48.4,,,,,,,,,,
1997-07-31,57.7,,,,,,,,,97.4,,,55.3,,,,,,,,51.4,,,,,,,,,,
1997-08-31,56.3,,,,,,,,,96.6,,,61.2,,,,,,,,53.4,,,,,,,,,,
1997-09-30,53.9,,,,,,,,,96.2,,,62.1,,,,,,,,52.1,,,,,,,,,,
1997-10-31,56.4,,,,,,,,,94.5,,,61.7,,,,,,,,51.0,,,,,,,,,,
1997-11-30,55.7,,,,,,,,,91.7,,,60.8,,,,,,,,51.0,,,,,,,,,,
1997-12-31,54.5,,,,,,,,,90.5,,,59.9,,,,,,,,51.5,,,,,,,,,,
1998-01-31,53.8,,,,,,,,,90.0,,,56.6,,,,,,,,46.0,,,,,,,,,,
1998-02-28,52.9,,,,,,,,,89.2,,,54.9,,,,,,,,46.0,,,,,,,,,,
1998-03-31,52.9,,,,,,,,,88.2,,,55.4,,,,,,,,46.3,,,,,,,,,,
1998-04-30,52.2,,,,,,,,,86.5,,,57.5,,,,,,,,45.5,,,,,,,,,,
1998-05-31,50.9,,,,,,,,,87.2,,,54.2,,,,,,,,46.4,,,,,,,,,,
1998-06-30,48.9,,,,,,,,,85.9,,,52.5,,,,,,,,47.4,,,,,,,,,,
1998-07-31,49.2,,,,,,,,,85.8,,,46.5,,,,,,,,50.2,,,,,,,,,,
1998-08-31,49.3,,,,,,,,,85.6,,,54.4,,,,,,,,54.3,,,,,,,,,,
1998-09-30,48.7,,,,,,,,,85.6,,,49.1,,,,,,,,49.0,,,,,,,,,,
1998-10-31,48.7,,,,,,,,,83.9,,,49.3,,,,,,,,53.2,,,,,,,,,,
1998-11-30,48.2,,,,,,,,,85.6,,,47.2,,,,,,,,45.3,,,,,,,,,,
1998-12-31,46.8,,,,,,,,,85.3,,,44.3,,,,,,,,45.0,,,,,,,,,,
1999-01-31,50.6,,,,,,,,,85.3,,,47.1,,,,,,,,40.9,,,,,54.6,,,,,
1999-02-28,51.7,,,,,,,,,86.0,,,48.3,,,,,,,,46.6,,,,,56.5,,,,,
1999-03-31,52.4,,,,,,,,,88.6,,,49.7,,,,,,,,50.5,,,,,51.5,,,,,
1999-04-30,52.3,,,,,,,,,90.1,,,53.0,,,,,,,,53.9,,,,,58.3,,,,,
1999-05-31,54.3,,,,,,,,,89.7,,,52.0,,,,,,,,58.3,,,,,62.4,,,,,
1999-06-30,55.8,,,,,,,,,91.3,,,56.1,,,,,,,,52.4,,,,,64.9,,,,,
1999-07-31,53.6,,,,,,,,,92.5,,,53.1,,,,,,,,57.4,,,,,62.4,,,,,
1999-08-31,54.8,,,,,,,,,92.4,,,58.7,,,,,,,,55.1,,,,,61.4,,,,,
1999-09-30,57.0,,,,,,,,,93.3,,,58.3,,,,,,,,48.7,,,,,61.7,,,,,
1999-10-31,57.2,,,,,,,,,94.2,,,60.2,,,,,,,,55.6,,,,,59.8,,,,,
1999-11-30,58.1,,,,,,,,,94.5,,,60.0,,,,,,,,54.5,,,,,60.6,,,,,
1999-12-31,57.8,,,,,,,,,95.4,,,62.7,,,,,,,,54.6,,,,,59.8,,,,,
2000-01-31,56.7,55.7,58.7,54.0,55.2,56.9,52.2,,,96.9,,,60.7,,51.2,50.2,,,,,54.0,55.1,,,,60.2,,,,,
2000-02-29,55.8,57.1,59.2,55.6,57.9,57.2,50.5,,,97.1,,,61.3,,52.4,54.2,,,,,55.8,55.3,,,,58.2,,,,,
2000-03-31,54.9,59.1,61.8,58.0,60.0,57.5,51.3,51.2,,96.3,,,64.0,,51.4,55.1,,,,,56.9,56.3,,,,62.5,,,,,
2000-04-30,54.7,60.5,63.7,60.9,59.3,57.0,51.0,,,97.5,,,62.8,,50.4,55.5,,,,,60.6,55.8,,,,65.1,,,,,
2000-05-31,53.2,59.7,64.8,59.1,58.2,56.4,51.4,,,97.5,,,62.7,,50.5,58.9,,,,,60.8,55.5,,,,58.1,,,,,
2000-06-30,51.4,59.4,64.4,59.5,57.5,55.7,50.7,50.3,,98.2,,,60.8,,51.5,54.1,,,,,54.9,55.7,,,,60.4,,,,,
2000-07-31,52.5,58.8,64.0,58.3,57.6,54.5,51.2,,,98.4,,,58.7,,50.3,51.4,,,,,55.5,55.9,,,,60.8,,,,,
2000-08-31,49.9,58.2,62.2,58.2,57.4,54.1,51.6,,,99.1,,,62.2,,50.3,55.2,,,,,48.6,56.1,,,,58.4,,,,,
2000-09-30,49.7,56.9,59.8,56.5,56.7,54.1,51.2,48.6,,99.4,,,59.6,,48.4,55.2,,,,,48.8,56.2,,,,56.4,,,,,
2000-10-31,48.7,55.5,55.8,56.4,55.9,52.9,50.0,,,99.2,,,59.0,,48.0,56.4,,,,,48.7,54.9,,,,57.6,,,,,
2000-11-30,48.5,54.6,54.2,55.4,55.0,52.7,51.5,,,99.3,,,55.5,,47.1,53.0,,,,,38.7,54.7,,,,55.3,,,,,
2000-12-31,43.9,53.5,53.3,54.0,53.9,52.3,51.0,45.5,,99.7,,,54.2,,45.8,56.8,,,,,43.9,53.3,,,,52.5,,,,,
2001-01-31,42.3,52.9,53.0,53.7,53.2,51.6,52.3,,,96.5,,,51.9,,46.9,51.2,,,,,49.3,52.3,,,,50.9,,,,,
2001-02-28,42.1,52.3,53.0,52.8,52.8,50.5,50.9,,,95.9,,,50.4,,46.3,53.5,,,,,51.6,51.6,,,,48.6,,,,,
2001-03-31,43.1,51.2,52.6,51.1,50.8,50.2,49.4,45.5,,94.5,,,46.5,,44.9,51.4,,,,,51.2,52.9,,,,47.4,,,,,
2001-04-30,42.7,49.2,49.3,49.3,49.2,48.7,47.4,,,93.3,,,48.9,,47.0,51.0,,,,,45.4,53.0,,,,46.2,,,,,
2001-05-31,41.3,48.5,48.5,48.8,48.4,48.7,46.4,47.4,,93.6,,,51.9,,46.5,51.7,,,,,44.2,52.5,,,,46.8,,,,,
2001-06-30,43.2,47.8,48.7,46.6,48.3,49.5,47.7,53.3,,92.2,,,47.9,59.3,44.1,52.3,,,,,44.0,53.2,,,,46.5,,,,,
2001-07-31,43.5,47.3,48.0,46.3,46.4,49.5,47.1,50.7,,90.8,,,52.6,53.3,45.0,46.7,,,,,40.5,54.4,,,,45.4,,,,,
2001-08-31,46.3,47.5,47.9,46.4,47.2,49.7,46.4,53.9,,89.8,,,49.3,52.6,45.9,48.6,,,,,45.2,55.1,,,,47.8,,,,,
2001-09-30,46.2,45.9,45.5,45.1,46.1,48.5,46.4,54.5,,87.4,,,46.4,53.6,46.6,48.5,,,,,45.3,55.5,,,,45.6,,,,,
2001-10-31,40.8,42.9,42.0,42.0,43.3,45.2,46.5,53.3,38.2,86.4,,,45.4,52.4,44.5,48.2,,,,,41.3,54.3,,,,47.1,,,,,
2001-11-30,44.1,43.6,42.2,43.9,44.5,43.4,45.6,54.7,40.6,87.0,,,48.2,52.6,44.4,53.8,,,,,43.5,52.8,,,,45.9,,,,,
2001-12-31,45.3,44.1,42.8,43.5,46.0,43.9,45.5,50.4,40.1,86.7,,,48.8,50.5,45.0,51.1,,,,,45.5,52.1,,,,48.3,,,,,
2002-01-31,47.5,46.3,45.8,44.3,49.4,47.6,47.5,56.1,43.1,88.3,,,51.5,49.2,44.6,48.0,,,,,56.3,50.4,,,,49.3,,,,,
2002-02-28,50.7,48.6,48.4,47.3,51.2,48.4,49.8,57.9,44.3,88.7,,,53.6,51.5,44.7,50.4,,,,,52.4,50.7,,,,49.6,,,,,
2002-03-31,52.4,50.0,50.6,48.2,52.5,50.1,51.2,60.5,47.5,90.9,,,54.7,52.7,46.3,48.1,,,,,49.6,51.5,,,,52.4,,,,,
2002-04-30,52.4,50.7,51.9,49.0,51.5,52.2,53.1,58.1,50.8,92.5,,,54.5,52.2,45.9,50.8,,,,,50.6,52.0,,,,53.2,,,,,
2002-05-31,53.1,51.7,53.5,49.8,51.8,54.2,52.8,62.1,53.4,94.8,,,57.1,51.8,48.0,52.7,,,,,47.9,51.3,,,,51.9,,,,,
2002-06-30,53.6,51.8,53.9,50.2,51.1,52.7,50.9,58.4,54.1,94.0,,,55.4,51.9,48.5,52.7,,,,,50.4,51.9,,,,52.1,,,,,
2002-07-31,50.2,51.6,53.5,50.1,51.8,51.6,49.1,53.4,52.7,94.4,,,53.2,50.6,48.7,54.1,,,,,52.3,52.6,,,,52.3,,,,,
2002-08-31,50.3,50.8,52.2,49.1,51.6,51.5,51.2,58.3,51.0,94.6,,,55.2,48.8,50.0,51.5,,,,,50.4,51.6,,,,50.8,,,,,
2002-09-30,50.5,48.9,50.3,46.0,50.5,50.5,49.8,53.9,49.2,93.5,,,53.1,48.8,49.6,54.7,,,,,45.8,50.9,,,,51.6,,,,,
2002-10-31,49.0,49.2,49.0,48.4,50.7,49.6,49.8,56.3,49.0,94.3,,,53.0,51.4,49.3,52.6,,,,,50.0,51.0,,,,50.6,,,,,
2002-11-30,48.5,49.4,49.6,48.7,51.0,48.9,49.3,58.0,49.0,94.5,,,54.6,52.1,47.3,53.3,,,,,54.1,50.2,,,,51.7,,,,,
2002-12-31,51.6,48.4,48.7,47.0,51.1,47.3,48.5,55.3,49.4,93.3,,,55.3,52.3,44.7,53.3,,,,,52.6,50.5,,,,50.9,,,,,
2003-01-31,51.3,49.3,50.0,48.3,51.4,48.1,48.6,54.2,48.5,93.9,,,57.9,51.1,47.2,55.7,,,,,48.7,50.3,,,,51.0,,,,,
2003-02-28,48.8,50.1,51.5,49.9,50.7,48.6,49.0,55.7,48.1,94.3,,,56.0,49.7,48.7,49.0,,,,,48.3,51.3,,,,50.4,,,,,
2003-03-31,46.3,48.4,48.1,47.8,50.0,48.4,46.9,51.0,49.1,93.9,,,50.2,50.8,47.7,51.4,,,,,47.3,51.9,,,,49.7,,,,,
2003-04-30,46.1,47.8,48.3,45.9,49.0,48.5,48.9,54.0,50.1,93.9,,,51.7,51.6,49.4,54.9,,,,,44.4,52.5,,,,49.9,,,,,
2003-05-31,49.0,46.9,46.1,44.8,48.6,48.5,48.9,52.7,49.0,95.0,,,47.5,52.1,49.0,51.9,,,,,46.5,54.2,,,,49.4,,,,,
2003-06-30,49.0,46.7,45.9,45.6,47.6,48.2,49.8,50.2,50.4,95.5,,,48.6,52.0,49.1,51.7,,,,,48.3,54.2,,,,50.8,,,,,
2003-07-31,51.0,48.0,46.6,48.1,48.4,48.4,51.3,52.5,51.1,96.6,,,50.9,52.4,52.0,55.4,,,,,48.7,54.1,,,,51.4,,,,,
2003-08-31,53.2,49.1,49.8,48.8,47.9,49.3,52.7,52.4,52.5,96.5,,,53.1,52.3,53.0,56.0,,,,,41.7,53.7,,,,51.3,,,,,
2003-09-30,52.4,50.1,48.6,50.2,49.8,50.7,53.3,51.2,53.0,98.7,,,49.6,53.6,53.5,52.1,,,,,49.7,53.1,,,,52.0,,,,,
2003-10-31,55.2,51.3,51.0,51.2,51.8,50.3,53.9,56.6,55.6,100.6,,,53.3,54.9,53.6,54.6,,,,,45.9,53.4,,,,53.9,,,,,
2003-11-30,58.4,52.2,52.7,51.1,52.3,52.6,54.1,57.6,56.4,99.0,,,57.3,55.0,52.0,46.2,,,,,49.6,54.1,,,,53.2,,,,,
2003-12-31,60.1,52.4,51.9,53.0,51.9,51.8,55.5,52.7,56.1,100.1,,,57.7,56.0,50.9,45.4,,,,,51.3,53.9,,,,54.5,,,,,
2004-01-31,60.8,52.5,53.5,53.0,51.1,51.9,56.3,57.4,55.6,101.7,,,58.4,55.1,52.6,49.2,,,,,50.2,52.7,,,,53.8,,,,,
2004-02-29,59.9,52.5,52.0,53.4,50.8,53.2,53.3,52.3,54.5,101.8,,57.4,56.7,54.7,54.1,54.5,,,,,54.4,52.2,,,,53.1,,,,,
2004-03-31,60.6,53.3,53.2,54.1,52.1,52.9,54.0,54.0,54.6,103.7,,56.0,61.9,54.6,55.2,49.1,,,,,56.3,53.7,,,,53.4,,,,,
2004-04-30,60.6,54.0,53.5,55.3,52.5,53.6,54.9,58.2,55.6,104.2,,58.4,60.4,55.1,56.8,50.5,,,,,57.1,54.3,,,60.6,55.2,,,,47.7,57.1
2004-05-31,61.4,54.7,55.5,56.2,52.8,53.0,55.6,53.2,55.5,105.1,,55.6,58.5,55.4,56.6,50.9,,,,,57.1,54.1,,,66.9,55.7,,,,58.4,53.4
2004-06-30,60.5,54.4,55.8,55.9,52.3,51.1,54.5,51.4,54.3,104.6,,57.6,58.3,55.6,54.3,48.1,,,,,60.5,54.2,,,54.2,56.8,,,,51.2,52.5
2004-07-31,59.9,54.7,54.6,56.6,52.6,51.5,56.1,55.6,55.2,106.5,,57.0,56.9,57.4,53.1,49.7,,,,,52.9,53.2,,,52.7,53.5,,,,51.7,53.0
2004-08-31,58.5,53.9,54.0,55.1,52.3,51.7,52.9,52.3,54.8,105.6,,58.0,58.0,57.7,52.1,51.2,,,,,53.6,53.0,,,48.3,55.0,,,,46.7,53.5
2004-09-30,57.4,53.1,54.0,54.1,51.6,51.1,51.7,50.4,53.6,105.9,,57.4,56.8,57.2,52.6,46.2,,,,,54.5,51.9,,,46.6,53.2,,,,50.3,54.1
2004-10-31,56.3,52.4,53.5,52.8,51.4,51.3,52.6,52.5,52.9,106.0,,56.9,58.1,55.8,52.2,47.4,,,,,63.7,51.5,,,45.9,51.5,,,,51.7,52.4
2004-11-30,56.2,50.4,52.2,49.9,48.1,51.7,55.2,53.7,51.3,106.5,,55.2,55.5,54.6,50.6,51.2,,,,,54.0,49.8,,,49.9,50.3,,,,50.0,51.9
2004-12-31,57.2,51.4,52.5,51.7,48.6,52.9,53.7,57.8,50.6,106.8,,54.1,57.0,54.3,51.8,51.7,,,,,55.3,51.1,,,47.0,51.8,,,,50.5,51.3
2005-01-31,56.8,51.9,52.6,52.4,50.1,53.6,52.1,55.7,51.1,106.3,,56.7,55.8,54.4,48.3,47.1,,,,,54.8,50.9,,,50.8,52.4,,,,55.9,52.1
2005-02-28,55.5,51.9,53.2,52.2,50.6,52.9,51.4,52.2,52.1,105.6,,57.7,55.2,54.6,48.2,47.2,,,,,49.5,51.6,,,51.7,51.5,,,,60.0,52.9
2005-03-31,55.2,50.4,51.9,50.3,49.1,50.5,52.2,51.3,52.8,106.9,,58.2,55.0,52.4,47.2,48.5,,,,,52.6,52.6,,,52.4,50.8,,,,55.1,55.2
2005-04-30,52.2,49.2,49.8,49.7,48.0,49.2,48.8,52.6,53.3,107.7,,56.7,52.0,51.8,48.5,49.1,,,,,55.7,52.4,57.1,,50.7,49.7,,,,49.4,54.4
2005-05-31,50.8,48.7,48.8,49.4,47.1,48.5,46.5,50.8,53.5,106.6,,57.7,51.9,51.4,48.7,46.7,,,,,54.6,52.2,57.3,,54.8,51.0,,,,56.3,53.3
2005-06-30,52.4,49.9,50.7,49.8,49.4,49.3,49.3,54.6,54.2,106.8,,56.1,51.1,53.1,50.2,48.5,,,52.1,,49.2,52.8,58.4,,53.5,50.5,,,,54.5,51.0
2005-07-31,52.8,50.8,51.9,49.8,50.8,50.9,49.3,50.1,54.1,107.4,,57.6,53.9,53.4,51.4,50.7,,,50.8,,54.2,52.6,58.0,,52.1,52.1,,,,53.6,51.5
2005-08-31,52.4,50.4,52.5,48.7,50.0,51.4,49.9,43.9,53.8,108.1,,56.7,55.5,54.3,51.0,51.5,,,51.8,,57.5,53.0,57.4,,53.2,52.2,,,,57.1,50.6
2005-09-30,56.8,51.7,52.7,51.0,51.5,52.1,51.0,51.0,54.5,107.7,,59.0,56.0,54.8,51.8,51.0,,,53.0,,55.8,51.8,57.0,,60.1,53.1,,,,54.9,50.9
2005-10-31,57.2,52.7,52.5,53.1,52.0,52.2,51.7,47.2,54.7,109.4,,57.6,58.3,54.4,52.1,49.4,,,54.3,,48.6,51.2,57.8,,53.9,51.4,,,,58.1,50.1
